"","surf","vol","dx","dy","dz","chull","rsv","l","i","s","sphe","compact","intspace","dr1","dr2","dr3","fd"
"MBE10919",294.970799961206,145.418395996094,12.0301885604858,18.2312415242195,10.9035069942474,735.546574985799,2.0284283700195,18.2312415242195,12.0301885604858,10.9035069942474,0.815357201366005,0.453368489233697,590.128178989705,0.598067168369337,0.846244216185777,0.65986666593738,2.11346767101247
"MBE10922",224.227854156065,166.218688964844,6.05959320068359,11.2602422237396,8.44757199287415,246.605719914465,1.34899303774133,11.2602422237396,8.44757199287415,6.05959320068359,0.728119118915489,0.652000304754708,80.3870309496213,0.538140572847389,0.540830619100822,0.750212280075502,2.13452672227438
"MBE10923",245.326467950772,271.825469970703,8.55286955833435,8.7065019607544,10.7820557355881,327.019654456488,0.902514646538505,10.7820557355881,8.7065019607544,8.55286955833435,0.920222414535807,0.827179602692595,55.194184485785,0.793250356711114,0.931081394641827,0.807499253784884,1.97350389777191
"MBE11019",550.381726705713,343.486572265625,13.9619805812836,15.8349964618683,16.0901181697845,1364.83034861251,1.60233840605592,16.0901181697845,15.8349964618683,13.9619805812836,0.914616330903828,0.43094974441551,1021.34377634689,0.867736360538521,0.119880269628602,0.984144199239298,2.12325168035184
"MBE11022",212.922982741031,155.586196899414,5.92190861701965,10.8331160545349,11.5941886901855,276.623413989333,1.36852103196972,11.5941886901855,10.8331160545349,5.92190861701965,0.653596745443338,0.657015516953174,121.037217089919,0.510765244146193,0.134174022762218,0.934357404732003,2.04224062190491
"MBE11023",326.271260035377,220.814025878906,8.94598031044006,16.5689096450806,10.3998012542725,585.279337000204,1.47758394756275,16.5689096450806,10.3998012542725,8.94598031044006,0.774424294622233,0.541489128338687,364.465311121298,0.539925710385909,0.809283166613408,0.627669622023694,2.05814447275829
"MBE11119",701.733145164093,503.492950439453,10.5516657829285,15.3020884990692,17.525968670845,1331.44281446227,1.39372983187076,17.525968670845,15.3020884990692,10.5516657829285,0.745995895057757,0.436155209191837,827.949864022816,0.60205892074208,0.318867735960942,0.873109429011173,2.08329575590192
"MBE11122",352.642067250909,306.416320800781,8.9375810623169,13.7181568145752,10.640380859375,507.489403016163,1.15085928298246,13.7181568145752,10.640380859375,8.9375810623169,0.817954257158415,0.623291591570058,201.073082215381,0.651514717547254,0.64380863617657,0.775642165576491,2.2089317551894
"MBE11123",590.651643471007,464.672027587891,12.2593002319336,13.235258102417,24.0289442539215,1337.68368442809,1.27111512723733,24.0289442539215,13.235258102417,12.2593002319336,0.778911446017414,0.491190992552484,873.0116568402,0.51018888313967,0.917078386681863,0.550804811170886,2.08443258699549
"MBE11219",766.897365769417,488.023345947266,12.4690761566162,15.8748360872269,14.8952454328537,1422.12649830235,1.57143581785181,15.8748360872269,14.8952454328537,12.4690761566162,0.869568663020124,0.390877444784217,934.10315235508,0.785461726225256,0.287627629172772,0.938292864947351,2.23345563430226
"MBE11222",199.09660718097,163.0400390625,5.68941307067871,12.8261246681213,7.37035250663757,249.343944226736,1.22115161604352,12.8261246681213,7.37035250663757,5.68941307067871,0.69960097372147,0.724908366848478,86.3039051642359,0.443580053827128,0.764465830935187,0.574635963500043,1.98999036119453
"MBE11223",652.227398198551,525.713500976562,12.0834121704102,13.6382403373718,14.9449901580811,1273.37837836285,1.2406517941559,14.9449901580811,13.6382403373718,12.0834121704102,0.894763793680853,0.482967425163706,747.66487738629,0.80852593695931,0.456653575872947,0.912562684425547,2.18726147671595
"MBE20119",765.845503341791,498.534912109375,12.012512922287,21.6781802177429,16.520717382431,1602.97613119959,1.53619232021562,21.6781802177429,16.520717382431,12.012512922287,0.738593254832039,0.397014780828011,1104.44121909021,0.554129212029297,0.533585801958706,0.762089678030692,2.12673632829537
"MBE20122",278.173098827452,327.395935058594,6.63701367378235,12.8634963035583,10.2277660369873,395.889418365457,0.849653489978938,12.8634963035583,10.2277660369873,6.63701367378235,0.694387463213867,0.825818329177541,68.4934833068637,0.515957210789293,0.423309663463378,0.795100009797341,2.00055124112817
"MBE20219",779.320840668571,709.369262695312,13.2867865562439,17.2330141067505,13.6189526319504,1476.48345129162,1.09861095151977,17.2330141067505,13.6189526319504,13.2867865562439,0.909448940417611,0.49357074670834,767.114188596307,0.771007699171976,0.915826933075909,0.790282683434675,2.10953897537116
"MBE20222",453.701818611985,251.79443359375,10.1276721954346,15.8503994941711,10.8053048849106,764.503119376616,1.8018739022007,15.8503994941711,10.8053048849106,10.1276721954346,0.84290897470925,0.425021618755921,512.708685782866,0.638953749977024,0.881589204918848,0.681705523503313,2.02875585069722
"MBE20319",909.484564762262,600.813171386719,16.1080179214478,23.0352622270584,15.6404974460602,2080.80143085701,1.51375603611204,23.0352622270584,16.1080179214478,15.6404974460602,0.870339350362669,0.378600998424711,1479.98825947029,0.678980655479061,0.936776829387606,0.699276516267587,2.18071111135074
"MBE20322",291.097134309279,194.940902709961,6.10996913909912,17.0335811972618,10.4412855952978,477.898677011053,1.49325836837014,17.0335811972618,10.4412855952978,6.10996913909912,0.594300411668363,0.558532149279816,282.957774301092,0.3587013833639,0.603490454152287,0.612982406599047,2.20298904243252
"MBE20419",523.983314618082,395.402496337891,13.597324848175,17.0370578765869,11.268105506897,972.004641035432,1.32518969776638,17.0370578765869,13.597324848175,11.268105506897,0.818372911973265,0.497194448996464,576.602144697541,0.661387992487958,0.5962491641436,0.798102873551959,2.19109524049291
"MBE20422",912.125006823412,784.095703125,12.5607433319092,19.2083389759064,15.8820362091064,1756.03769165702,1.16328275131231,19.2083389759064,15.8820362091064,12.5607433319092,0.802684536482972,0.450826197122005,971.941988532025,0.653921369654321,0.500376819670672,0.826830275591647,2.12591839468999
"MBE20519",447.196808285905,232.718994140625,12.0178666114807,21.8874464035034,16.0152544975281,1422.34420040879,1.92161714146838,21.8874464035034,16.0152544975281,12.0178666114807,0.744118221818144,0.409141296133685,1189.62520626817,0.549075775671897,0.594978918020569,0.731709592900001,1.9959913961497
"MBE20522",609.16095968709,527.942932128906,10.6891095638275,18.9405430555344,14.3365476131439,1007.70471932998,1.15383864924695,18.9405430555344,14.3365476131439,10.6891095638275,0.749345349478644,0.518573176672588,479.761787201071,0.564350743929921,0.557963103867675,0.756923788885495,2.21601291359384
"MBE20619",309.483769444648,163.11149597168,8.29241228103638,14.0844578742981,16.1737042665482,620.058144831302,1.89737558104661,16.1737042665482,14.0844578742981,8.29241228103638,0.670816978929655,0.466483149461167,456.946648859623,0.512709528032329,0.265089327497412,0.870824496490194,2.18918947006501
"MBE20622",676.110211060169,372.328094482422,12.6944317817688,17.1982907056808,19.797219991684,1562.08920439529,1.81589899091563,19.797219991684,17.1982907056808,12.6944317817688,0.77931376245336,0.370183594356647,1189.76110991286,0.641222948833282,0.365902686268349,0.868722513206661,2.30729222871809
"MBE20719",568.524459743511,290.162963867188,10.5948448181152,16.2802505493164,12.7756497859955,968.676410897812,1.95932813811391,16.2802505493164,12.7756497859955,10.5948448181152,0.814169893995428,0.372817499629775,678.513447030625,0.650778978248594,0.616420521069918,0.784732995803429,2.153167226162
"MBE20722",487.025478098344,325.002227783203,15.9724912643433,17.6356800794601,8.96657371520996,941.636166168403,1.49852966061273,17.6356800794601,15.9724912643433,8.96657371520996,0.658409454308791,0.469378653837435,616.6339383852,0.508433679609164,0.191852394610772,0.905691824323012,2.16785509067022
"MBE20819",545.330119878547,373.757019042969,10.8475484848022,17.4888639450073,15.3270781040192,1148.4251363093,1.459049842796,17.4888639450073,15.3270781040192,10.8475484848022,0.76000084780371,0.460133878627862,774.668117266336,0.620254609957039,0.325505670366305,0.876390722245552,2.05583259814776
"MBE20822",651.790026324797,462.226867675781,16.4729250669479,16.187239471823,12.9496962428093,1445.52187039712,1.41010848114952,16.4729250669479,16.187239471823,12.9496962428093,0.856758751767762,0.44355403853748,983.295002721343,0.786120023625445,0.0810863016241372,0.98265726372433,2.17309591797493
